GlyTouCan ID,IUPAC Condensed,Subsumption Level,Monoisotopic Mass
G44015GN,Gal(b1-3)[Fuc(a1-6)]GlcNAc,Linkage-defined saccharide,529.2
G44150XK,Gal(b1-3)Gal(a1-6)Glc(b1-3)GlcNAc,Linkage-defined saccharide,707.25
G44071SV,Gal(a1-6)Man(a1-3)Glc-ol,Linkage-defined saccharide,506.18
G44070VR,Man(a1-3)[Man(a1-6)][Xylf(b1-2)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Linkage-defined saccharide,1042.37
G44179RG,Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-4)][Fuc(a1-3)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Linkage-defined saccharide,2119.79
G44180JL,Glc(b1-4)GlcA(a1-2)[Gal(b1-3)]Gal(b1-4)Glc(b1-6)Gal,Linkage-defined saccharide,1004.31
G44187XB,Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[GlcNAc(b1-4)][Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Linkage-defined saccharide,2866.05
G44274UK,Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-6)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-4)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Linkage-defined saccharide,3977.44
G44210FS,Glc(a1-3)Glc(a1-3)Glc(a1-3)Man(a1-2)Man(a1-2)Man(a1-3)[Man(a1-2)Man(a1-3)[Man(a1-2)Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Linkage-defined saccharide,2368.8
G44250VH,Gal(b1-2)[Ara(a1-3)]GlcA,Linkage-defined saccharide,488.14
G44341LT,Glc(a1-3)Rha(a1-2)Rha(a1-3)Rha(a1-3)GlcNAc,Linkage-defined saccharide,821.32
G44356QE,Gal(b1-3)[Gal(b1-4)GlcN(b1-6)]GalN,Linkage-defined saccharide,664.25
G44362CH,Gal(b1-4)Gal(b1-4)D-Sor,Linkage-defined saccharide,504.17
G44388AO,GalNAc(b1-4)GlcNAc(b1-2)Man(a1-3)[GalNAc(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]Man,Linkage-defined saccharide,1827.68
G44397RK_2,Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)[Fuc(a1-2)Gal(b1-3)GlcNAc(b1-6)]Gal(b1-3)GalNAc,Linkage-defined saccharide,1405.52
G44397RK_4,Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)[Fuc(a1-2)Gal(b1-4)GlcNAc(b1-6)]Gal(b1-3)GalNAc,Linkage-defined saccharide,1405.52
G44466VN,Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-4)][Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Linkage-defined saccharide,2427.9
G44385OO,Gal(a1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc,Linkage-defined saccharide,910.33
G44526IB,Glc(b1-3)[Glc(b1-3)Glc(b1-6)Glc(b1-6)]Glc(b1-6)Glc,Linkage-defined saccharide,990.33
G44483CH,Fuc(a1-2)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)[Fuc(a1-2)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)]Gal(b1-4)Glc,Linkage-defined saccharide,2167.8
G44474NS,Man(b1-4)Man(b1-4)Man(b1-4)Man,Linkage-defined saccharide,666.22
G44509JN,Man(b1-4)GlcA(b1-2)Man(a1-2)Man(a1-3)Gal,Linkage-defined saccharide,842.25
G44564QT,Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Glc(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal,Linkage-defined saccharide,1202.44
G44579JX,GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]Glc,Linkage-defined saccharide,691.25
G44602KB,Glc(b1-3)[Glc(b1-4)][Glc(b1-6)]Glc,Linkage-defined saccharide,666.22
G44636CV,"Glc(a1-4)Glc(a1-4)Glc(a1-4)2,3-Anhydro-Man(a1-4)Glc(a1-4)Glc",Linkage-defined saccharide,972.32
G44641CH,Gal(a1-4)Gal(b1-4)GlcNAc(b1-2)[Gal(a1-4)Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[GlcNAc(b1-4)][Gal(a1-4)Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Linkage-defined saccharide,3060.09
G44647GM,IdoA(a1-4)GlcNAc(a1-4)GlcA(b1-3)Gal,Linkage-defined saccharide,735.21
G44655WD,GalN(b1-2)[Abe(a1-3)]Man,Linkage-defined saccharide,471.2
G44612JM,Glc(a1-6)Glc(a1-4)Glc,Linkage-defined saccharide,504.17
G44678XW,Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Linkage-defined saccharide,2516.91
G44762SD,Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[GlcNAc(b1-4)][Man(a1-3)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Linkage-defined saccharide,2297.84
G44847JT,GlcNAc(b1-3)Rha(a1-3)Rha(a1-2)[GlcNAc(b1-3)]Rha,Linkage-defined saccharide,862.34
G44760XK,GalNAc(b1-2)Gal(a1-2)Rha(a1-4)Glc(b1-4)Glc,Linkage-defined saccharide,853.31
G44830LS,Fuc(a1-2)[Fuc(a1-3)]Gal,Linkage-defined saccharide,472.18
G44841OT,GalA(b1-4)GalA(b1-2)Rha(a1-4)GalA,Linkage-defined saccharide,692.16
G44846DT,Xyl(a1-4)Glc(a1-4)Glc,Linkage-defined saccharide,474.16
G44875TU,GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-3)Glc,Linkage-defined saccharide,691.25
G44919QA,Gal(a1-3)GlcNAc(a1-3)Rha,Linkage-defined saccharide,529.2
G44858WT,Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man,Linkage-defined saccharide,1599.57
G44877PU,Glc(a1-4)Glc(a1-4)Glc(a1-4)Glc(a1-4)Glc(a1-4)Glc(a1-4)GlcA,Linkage-defined saccharide,1166.36
G45019XR,Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-3)Man(b1-4)GlcNAc(b1-4)GlcNAc,Linkage-defined saccharide,1259.47
G44968ZE,Gal(a1-2)[Tyv(a1-3)]Man(a1-4)Rha(a1-2)Gal(a1-2)[Tyv(a1-3)]Man(a1-4)Rha,Linkage-defined saccharide,1218.46
G44974AB,Man(a1-2)Man(a1-3)[Man(a1-6)Man(a1-3)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Linkage-defined saccharide,1396.49
G44977YS,Glc(b1-2)[Glc(b1-3)]Glc,Linkage-defined saccharide,504.17
G45045HP,Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-2)[Gal(a1-3)Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Gal(a1-3)Gal(b1-4)GlcNAc(b1-2)[Gal(a1-3)Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Linkage-defined saccharide,3368.21
G45114GN,Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)Glc,Linkage-defined saccharide,1161.42
G45072XR,Rha(a1-3)Rha(a1-3)QuiNAc(b1-4)[GlcNAc(a1-6)]GlcNAc(b1-4)Man(a1-5)Kdo,Linkage-defined saccharide,1285.48
G45268DQ,Galf(a1-3)Gal(a1-2)Rha(a1-3)Man(a1-3)Rha(a1-3)Glc,Linkage-defined saccharide,958.34
G45248NB,Glc(b1-6)Glc(b1-6)Glc,Linkage-defined saccharide,504.17
G45235OK,Fuc(a1-2)Gal(b1-3)[GlcNAc(b1-3)GlcNAc(b1-6)]GalNAc,Linkage-defined saccharide,935.36
G45238JI,Glc(b1-6)Gal(a1-2)Glc,Linkage-defined saccharide,504.17
G45284EU,Man(a1-3)[Man(a1-3)[Man(a1-2)Man(a1-2)Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Linkage-defined saccharide,1558.54
G45313PF,Gal(b1-4)GlcNAc(b1-3)[GlcNAc(b1-6)]Gal(b1-4)GlcNAc(b1-3)Gal(b1-3)GalNAc,Linkage-defined saccharide,1316.49
G45332CP,Gal(b1-3)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Linkage-defined saccharide,2005.72
G45401GT,Man(a1-3)[GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Linkage-defined saccharide,951.35
G45421AI,Gal(a1-3)Gal(b1-4)GlcNAc(b1-2)[Gal(a1-3)Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Linkage-defined saccharide,2841.02
G45425ER,GlcN(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Linkage-defined saccharide,934.38
G45429RN,GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc,Linkage-defined saccharide,1316.49
G45551OG,Xyl(a1-6)Glc(b1-4)[Xyl(a1-6)]Glc(b1-4)[L-Gal(a1-2)Gal(b1-2)Xyl(a1-6)]Glc(b1-4)Glc,Linkage-defined saccharide,1386.45
G45402WV,Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)[Fuc(a1-2)Gal(b1-4)GlcNAc(b1-6)]Gal(b1-3)[Fuc(a1-2)Gal(b1-4)GlcNAc(b1-6)]GalNAc,Linkage-defined saccharide,1916.71
G45583JQ,Glc(b1-4)Man(b1-4)Glc(b1-4)Man,Linkage-defined saccharide,666.22
G45612LH,Rha(a1-2)Rha(a1-3)Rha(a1-3)GlcNAc(a1-2)Rha(a1-3)Rha(a1-2)Rha(a1-3)GlcNAc,Linkage-defined saccharide,1300.52
G45629RO,Araf(a1-3)[Araf(a1-3)[Araf(a1-5)Araf(a1-3)Gal(b1-6)]Gal(b1-6)]Gal(b1-6)Gal,Linkage-defined saccharide,1194.39
G45654KZ,D-Araf(b1-3)GlcNAc(b1-2)Man,Linkage-defined saccharide,515.19
G45705HF,GalNAc(b1-4)GlcNAc(b1-3)GalNAc,Linkage-defined saccharide,627.25
G45715SW,Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-2)[Gal(a1-3)Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[GlcNAc(b1-4)][Gal(a1-3)Gal(b1-4)GlcNAc(b1-2)[Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Linkage-defined saccharide,3701.35
G45737BM,Xyl(b1-3)Xyl(b1-4)Rha(a1-3)Xyl(b1-3)Rha(a1-2)Xyl,Linkage-defined saccharide,838.3
G45772IP,Gal(a1-4)[Fuc(a1-3)]GlcNAc(b1-2)[Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-4)]Man(a1-3)[GlcNAc(b1-4)][Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)[Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Linkage-defined saccharide,3304.23
G45861YI,Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Linkage-defined saccharide,2135.79
G45894VI,Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)[GalNAc(b1-4)[Fuc(a1-3)]GlcNAc(b1-4)]Man(a1-3)[Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)[Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Linkage-defined saccharide,2996.11
G45903CB,Neu(a2-3)[GalNAc(b1-4)]Gal(b1-4)Glc,Linkage-defined saccharide,794.28
G46001WY,GalA(a1-2)[Gal(b1-4)]Rha(b1-4)GalA(a1-2)[Gal(b1-6)Gal(b1-4)]Rha(b1-4)GalA(a1-2)Rha(b1-4)GalA(a1-2)[Gal(b1-6)Gal(b1-4)]Rha,Linkage-defined saccharide,2116.63
G46039GY,Fuc(a1-2)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)Gal(b1-3)GlcNAc(b1-3)Gal(b1-3)[Gal(b1-3)GlcNAc(b1-6)]GalNAc,Linkage-defined saccharide,1770.66
G46063TV,Fuc(a1-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)Man(b1-4)GlcNAc(b1-4)[Fuc(a1-3)]GlcNAc,Linkage-defined saccharide,1405.52
G46086KR,GlcNAc(b1-2)Man(a1-3)[Man(a1-3)Man(a1-6)][Xylf(b1-2)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Linkage-defined saccharide,1407.5
G46157XM,Galf(b1-5)Galf(b1-2)Man(a1-2)Man,Linkage-defined saccharide,666.22
G46158GI,GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)[Fuc(a1-6)]GlcNAc(b1-2)Man(a1-6)][Xylf(b1-2)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Linkage-defined saccharide,1756.64
G46195GB,GalNAc(b1-4)GlcNAc(b1-2)Man(a1-3)[Man(a1-3)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Linkage-defined saccharide,1624.6
G46206RK,Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[GlcNAc(b1-4)][Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)][Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Linkage-defined saccharide,2939.07
G46237RZ,Xyl(a1-4)Xyl(b1-3)Xyl,Linkage-defined saccharide,414.14
G46286SX,Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-2)Gal(b1-4)Glc,Linkage-defined saccharide,1015.36
G46294UP,Man(a1-2)Man(a1-2)[Gal(b1-4)]Man,Linkage-defined saccharide,666.22
G46319YG,Rha(a1-2)GlcA(b1-2)GlcA,Linkage-defined saccharide,516.13
G46361GO,Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)[GlcNAc(b1-4)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Linkage-defined saccharide,2500.92
G46404UE,Galf(a1-3)GlcNAc(a1-2)Galf(a1-2)[Galf(b1-3)]Gal,Linkage-defined saccharide,869.3
G46410GC,Glc(a1-2)Glc(b1-3)Glc,Linkage-defined saccharide,504.17
G46440GJ,GlcNAc(b1-2)[GlcNAc(b1-4)]Man(a1-6)Man,Linkage-defined saccharide,748.27
G46445LO,Gal(b1-4)Fuc(b1-4)Fuc(a1-3)Glc,Linkage-defined saccharide,634.23
G46500XL,Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)[Gal(b1-4)GlcNAc(b1-6)]Gal(b1-3)GalNAc,Linkage-defined saccharide,1405.52
G46510OJ,Gal(a1-3)[D-Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc,Linkage-defined saccharide,1015.36
G46520QG,Gal(b1-4)GlcNAc(b1-3)[Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)GlcNAc(b1-3)Gal(b1-3)[Gal(b1-4)GlcNAc(b1-6)]GalNAc,Linkage-defined saccharide,1843.67
G46568QG,GlcNAc(a1-2)Galf(a1-2)Gal,Linkage-defined saccharide,545.2
G46613RS,Gal(a1-3)GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-3)Gal(b1-3)GalNAc,Linkage-defined saccharide,1056.39
G46606FL,Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[GlcNAc(b1-4)][GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Linkage-defined saccharide,2338.87
G46663JW,GlcA(b1-3)Gal(b1-3)Gal(b1-3)Xyl,Linkage-defined saccharide,650.19
G46681XX,GlcNAc(b1-3)[GlcNAc(b1-6)]Gal(b1-3)GalNAc,Linkage-defined saccharide,789.3
G46699KG,Gal(b1-6)Glc(b1-6)Glc,Linkage-defined saccharide,504.17
G46764NJ,Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-4)][GalNAc(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Linkage-defined saccharide,2030.76
G46771FY,Gal(a1-3)GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-3)GalNAc,Linkage-defined saccharide,894.33
G46816YG,GalNAc(a1-4)Gal(b1-4)Glc,Linkage-defined saccharide,545.2
G46851JU,Man(a1-3)[Man(a1-2)Man(a1-2)Man(a1-2)Man(a1-3)[Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Linkage-defined saccharide,1720.59
G46917TS,GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-3)[Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)GlcNAc(b1-4)GlcNAc(b1-3)[GlcNAc(b1-6)]Gal(b1-4)Glc,Linkage-defined saccharide,2192.81
G46960TX,Fuc(a1-2)Gal(b1-3)[GlcNAc(b1-3)[Fuc(a1-4)]GlcNAc(b1-6)]GalNAc,Linkage-defined saccharide,1081.42
G47000SB,Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)[GlcNAc(b1-4)]Man(a1-3)[GlcNAc(b1-4)][Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Linkage-defined saccharide,2704.0
G47075HP,Rha(a1-3)Xyl(b1-4)Rha(a1-2)Xyl,Linkage-defined saccharide,574.21
G47095OS,Rha(a1-2)[Ara(a1-3)]Glc,Linkage-defined saccharide,458.16
G47131WT,Man(b1-2)Man(b1-2)Man(b1-2)Man(a1-2)Man(a1-2)Man,Linkage-defined saccharide,990.33
G47161AT,Man(a1-3)[Gal(b1-3)GlcNAc(b1-4)Man(a1-6)][Xylf(b1-2)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-3)]GlcNAc,Linkage-defined saccharide,1553.56
G47166ZR,Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-4)[Fuc(a1-3)]Glc,Linkage-defined saccharide,1348.5
G47182AP,Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[GlcNAc(b1-4)][Man(a1-3)[Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Linkage-defined saccharide,3044.1
G47189RO,Gal(b1-3)GalNAc(a1-4)Gal(b1-3)GalNAc(a1-4)Gal(b1-3)GalNAc,Linkage-defined saccharide,1113.41
G47199KL,Qui(b1-2)[Xyl(b1-4)]Xyl(b1-3)Qui,Linkage-defined saccharide,574.21
G47211OP,Fuc(a1-4)Fuc(a1-4)Fuc(a1-4)Fuc,Linkage-defined saccharide,602.24
G47299CG,Fuc(a1-2)Gal(b1-4)GlcN,Linkage-defined saccharide,487.19
G47326SZ,Kdn(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-4)][Kdn(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Linkage-defined saccharide,2343.81
G47370LX,GalNAc(a1-4)Gal(b1-3)GalNAc,Linkage-defined saccharide,586.22
G47492CT,GalNAc(b1-4)GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Linkage-defined saccharide,1503.57
G47553AM,D-Rha(a1-3)Rha(a1-3)D-Rha,Linkage-defined saccharide,456.18
G47570VA,Fuc(a1-2)Gal(b1-3)QuiNAc,Linkage-defined saccharide,513.21
G47602XB,Rha(a1-2)Man(a1-2)Man(a1-3)Gal,Linkage-defined saccharide,650.23
G47684RW,Gal(b1-4)GlcNAc(b1-4)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Linkage-defined saccharide,2735.99
G47744ZQ,Xyl(a1-4)Xyl(b1-2)Xyl,Linkage-defined saccharide,414.14
G47748DJ,Rha(b1-2)Rha(a1-3)Gal,Linkage-defined saccharide,472.18
G47771AV,Gal(a1-2)[Gal(a1-3)]Man(a1-2)Man,Linkage-defined saccharide,666.22
G47772RH,Fuc(a1-2)Gal(b1-3)[Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)]GalNAc,Linkage-defined saccharide,1186.45
G47834YW,Gal(b1-2)[Abe(a1-3)]Man,Linkage-defined saccharide,472.18
G47836PS,Gal(a1-3)Glc(a1-3)Rha,Linkage-defined saccharide,488.17
G47856JB,Xyl(a1-6)Glc(b1-4)Glc(b1-4)Glc(b1-4)Glc,Linkage-defined saccharide,798.26
G47888SL,Rha(a1-3)[Gal(a1-4)]Gal(b1-4)Glc,Linkage-defined saccharide,650.23
G47894XO,Kdn(a2-3)Gal(b1-3)[GlcNAc(b1-3)[Fuc(a1-4)]GlcNAc(b1-6)]GalNAc,Linkage-defined saccharide,1185.43
G47910EX,Man(a1-2)Man(a1-2)[Man(a1-2)Man(a1-6)Man(a1-6)]Man(a1-3)[Man(a1-3)[Man(a1-2)Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Linkage-defined saccharide,2206.75
G47956SS,Xyl(b1-6)Glc(b1-3)Glc,Linkage-defined saccharide,474.16
G48065FP,Man(b1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAc(a1-3)GlcNAc,Linkage-defined saccharide,894.33
G48109TI,GlcNAc(b1-2)Glc(a1-3)Rha,Linkage-defined saccharide,529.2
G48265DV,Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[GlcNAc(b1-4)][Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)][Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Linkage-defined saccharide,3085.13
G48312QV,Rha(a1-2)[Gal(b1-3)]Glc,Linkage-defined saccharide,488.17
G48319LV,Glc(b1-4)Glc(b1-4)Rha,Linkage-defined saccharide,488.17
G48466PC,Glc(b1-2)[D-Rha(a1-2)Glc(b1-3)]GlcA,Linkage-defined saccharide,664.21
G48479JP,GalNAc(b1-2)Man(a1-3)[Man(a1-6)][Xyl(b1-2)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Linkage-defined saccharide,1245.45
G48497NL,GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-2)Man(a1-6)][Xylf(b1-2)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Linkage-defined saccharide,1448.53
G48515GY,D-Apif(b1-3)[Gal(b1-4)Xyl(b1-4)]Rha(a1-2)[Rha(a1-3)]D-Fuc,Linkage-defined saccharide,882.32
G48535VR,Gal(a1-2)[Gal(a1-2)Gal(a1-6)]Gal(a1-3)[Man(a1-2)Man(a1-6)]Man(a1-4)GlcN,Linkage-defined saccharide,1313.45
G48544GS,GalNAc(b1-4)GlcNAc(b1-3)[GalNAc(b1-4)GlcNAc(b1-6)]GalNAc,Linkage-defined saccharide,1033.41
G48551GG,Man(a1-3)[GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-3)]GlcNAc,Linkage-defined saccharide,1259.47
G48551GV,Glc(b1-3)Rha(a1-3)Glc,Linkage-defined saccharide,488.17
G48562TB,Glc(a1-2)[Abe(a1-3)]Man,Linkage-defined saccharide,472.18
G48567YH,Glc(a1-4)[Glc(a1-4)Glc(b1-6)]Glc,Linkage-defined saccharide,666.22
G48576YE,Gal(b1-3)GlcNAc(b1-4)Man(a1-3)[Gal(b1-3)GlcNAc(b1-4)Man(a1-6)][Xylf(b1-2)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-3)]GlcNAc,Linkage-defined saccharide,1918.69
G48595PD,Araf(a1-2)Araf(a1-3)Gal(b1-4)Rha,Linkage-defined saccharide,590.21
G48598SZ,D-Apif(b1-3)[Xyl(b1-4)]Rha(a1-2)Ara,Linkage-defined saccharide,560.2
G48632WP,Fuc(a1-3)GalNAc(b1-3)Gal(a1-3)Gal(b1-4)GlcNAc(b1-2)[Fuc(a1-3)GalNAc(b1-3)Gal(a1-3)Gal(b1-4)GlcNAc(b1-4)][Fuc(a1-3)GalNAc(b1-3)Gal(a1-3)Gal(b1-4)GlcNAc(b1-6)]Man(a1-3)[Fuc(a1-3)GalNAc(b1-3)Gal(a1-3)Gal(b1-4)GlcNAc(b1-2)[Fuc(a1-3)GalNAc(b1-3)Gal(a1-3)Gal(b1-4)GlcNAc(b1-4)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Linkage-defined saccharide,5291.94
